FID,OBJECTID,SHAPE,ID,PLZ,ORT,STRASSE,STANDORT,TYP,OBJEKTTITEL,VULGONAMEN,BIOGR_ANGABEN,INSCHRIFT,BESCHREIBUNG,MATERIAL,ENTSTEHUNG,EPOCHE,KUENSTLER,GESCHICHTE,LITERATURQUELLEN,SE_ANNO_CAD_DATA
KUNSTWERKOGD.3619358,3619358,POINT (16.37998093380744 48.199078373129346),58685,1030,Wien,Marokkanergasse - Ecke Zaunergasse,"Gegenüber von Haus Nr. 7
freistehender Brunnen",Brunnen,Marokkaner - Brunnen,Neéjjarine Brunnen,,"Erläuterungstafel: Übersetzung der Koransuren:
""Und sprecht: Wir glauben an das, was zu uns herabgesandt wurde und was zu euch herabgesandt wurde
und unser Gott und euer Gott ist einer, und ihm sind wir ergeben."" Geschenk des Königreiches Marokko während der Regierungszeit von Hassan II. von Marokko. An das befreundete österreichische Volk zum Andenken an die Tausendjahrfeier Österreichs.

Frontgiebel-Inschrift:
Zitat des Heiligen Buches Koran (Sure Al-Ankabout, Vers 46).","Die Dekoration dieses Brunnens, eine Nachbildung des Neéjjarine Brunnens in der Stadt Fés, besteht aus Zellige-emaillierte Terrakottafliesen in verschiedenen Farben. Die Zellige-Verzierungen zeigen eine strahlende Sonne, die aus 24 Zweigen bestehen, dem Vielfachen von Acht, als Hinweis auf die mystische Einzigartigkeit der Schöpfung. Unterstrichen wird das Gesamtwerk durch die Symbolik des Wassers, Quelle der Fruchtbarkeit und des Lebens.","zellige-emaillierte Terrakottafliesen, Ziegeln, Holz",1999,12 Nach 1945,,"Dank der hohen Wertschätzung Seiner Majestät, des Königs Hassan II. hat Marokko, im Rahmen der Tausendjahrfeier Österreichs im Jahre 1996, der Stadt Wien einen traditionellen Brunnen geschenkt, welcher dem Werk im UNESCO-Hauptquartier in Paris gleicht. Der wahren Tradition der ""Zellige"" entsprechend wurde der Brunnen auf einen Platz bei der Marokkanergasse erbaut, die zur Erinnerung an die dort beheimatete, erste diplomatische und wirtschaftliche Mission aus Marokko so benannt wurde. Der erste Botschafter Seiner Majestät des Sultans am Wiener Hofe, Mohamed Ben Abdelmalik, wohnte im Jahr 1783 in dieser Gasse, und in der Folge schloss er mit Österreich ein Handels- und Seefahrtsabkommen.
Die Handwerksmeister Moulay Hafed Alaoui Mdaghri (Zellige und Keramikarbeiten) und Kamal Bellamine (Ziegelvordach und Holzskulpturen), die diesen Brunnen erbaut haben, verrichteten mehrere Arbeiten in den königlichen Palästen, im prächtigen Mohammed V.-Mausoleum und in der großartigen Hassan II.-Moschee, sowie weitere Werke in Sevilla, Brüssel, Genf, Yammoussoukro, Rom, Washington und Gaza.","Josef Donner, Auf springt der Quell - Wasser im Stadtbild, Band 2, Wien 2002, S. 38.",
KUNSTWERKOGD.3619359,3619359,POINT (16.357378938700663 48.22477011102351),58720,1090,Wien,Alserbachstrasse 13 / Ecke Liechtensteinstrasse,Südöstliche Ecke der Kreuzung,Brunnen,Schubert - Brunnen,,"Franz Schubert (Komponist), geb. 31. Jänner 1797, gest. 19. November 1828","Schubertbrunnen
errichtet 1928 vom Wiener Schubertbund und der Bezirksvertretung Alsergrund

Inschrift an der Plastik:
Theodor Stundl fecit 1929","Das ausladende niedrige quadratische Becken (mit einem Bassininhalt von ca. 5 m3) ist von zwei Steinmauern mit Steinbänken abgegrenzt und steht in einer Nische der Umfassungsmauer des Liechtensteinparks.
Auf einem in diesem Becken stehenden Stufensockel kauert die von Bildhauer Theodor Stundl geschaffene, überlebensgroße, weiße Marmorfigur des ""Lauschenden Mädchens"", die ihr Gesicht und die ausgebreiteten Handflächen himmelwärts richtet.","Stein
weißer Marmor",1929,11 Zwischenkriegszeit und 2. Weltkrieg,Theodor Stundl,Der 1929 nach einem Konzept des Architekten Franz Matuschek gestaltete Brunnen wurde zum 100. Todestag des im 9. Wiener Gemeindebezirk am 31. Jänner 1797 geborenen Komponisten Franz Schubert errichtet.,"Josef Donner, Auf springt der Quell 2, Wien 2002, S. 109.",
KUNSTWERKOGD.3619360,3619360,POINT (16.371506633547803 48.2066271512577),58721,1010,Wien,Kärntner Strasse 14 / Einmündung Kupferschmiedgasse - Fußgängerzone Kärtner Strasse,"VERLUST 
Lt. MA 31 wurde der Brunnen 2008 im Zug der Umgestaltung der Kärtnerstraße entfernt und nicht mehr aufgestellt.",Brunnen,Goldfluss - Brunnen,,,Hans Muhr hat diese Goldflussbrunnenskulptur aus Tauerngrün vom Großvenediger gestaltet. Wir widmen ihn den Bürgern und Besuchern unserer Stadt. Die Bank zum Erfolg - Creditanstalt. 1991.,"Alle Armaturen des Goldflussbrunnens sind in rostfreier Edelstahlausführung eingegossen, der Brunnen ist mit einer automatischen Umlauf- und Selbstreinigungsanlage ausgestattet. Das Gewicht des Rohblockes (Tauerngrün Serpentin-Großvenediger) betrug ca. 18,5 t.
Die Goldbronzeauflage verleihen den acht Quellen den Eindruck selbstleuchtender Wasserstrahlen und kündigt, nach Meinung des Wasserbildhauers Prof. Hans Muhr, von der Tätigkeit der Kaufmannschaft (Juweliere und Goldschmiede) in einer der bekanntesten Geschäftsstraßen Wiens. 
Um den Brunnen auch im Winter betriebsfähig halten zu können, ist die Anlage so eingestellt, dass bei einer Temperatur von minus 4 Grad Celsius die Wasserzirkulation automatisch abgeschaltet wird.
Das unterhalb des Brunnens angebrachte Wasserbecken fasst ca. 2 m3.","rostfreier Edelstahl
Tauerngrün Serpentin-Großvenediger
gr. Naturstein,  Armaturen aus Stahl",1991,12 Nach 1945,Hans MUHR,"Am 10. Juni 1991 wurde der Goldflussbrunnen durch Bürgermeister Prof. Dr. Helmut Zilk der Öffentlichkeit übergeben. 
Diese Wasserskulptur ersetzt den seit 1974 in der Fußgängerzone Kärntner Strasse aufgestellt gewesenen ""Nassen Stein"" (Architekt Wilhelm Holzbauer), der nunmehr auf dem Vorplatz des Sozialmedizinischen Zentrum Ost - Krankenhaus - Donauspital (22, Langobardenstrasse 122) übertragen wurde.","Josef Donner, Auf springt der Quell 1, Wien 1998, S. 54.",
KUNSTWERKOGD.3619356,3619356,POINT (16.270169087242188 48.151669758500496),58663,1230,Wien,Speisingerstraße gegenüber 258,Maurer Rathauspark,Brunnen,Magna Mater Brunnen,,,"Magna Mater
(Grosse Mutter)
Bildhauerische Darstellung der Mutterliebe aus Laaser Marmor
Angefertigt 1925 vom Künstler Anton Hanak (1875 - 1934)",,"Skulptur - Laaser Marmor, Schlangen - Bronze",1925,11 Zwischenkriegszeit und 2. Weltkrieg,Anton HANAK,,"Dehio S. 728,",
KUNSTWERKOGD.3619255,3619255,POINT (16.38268413411323 48.20992916627169),47965,1010,Wien,Stubenring 1,Vor dem Ministerium,Denkmäler,Radetzky - Denkmal,,"* 2.11.1766 in Trebnice (Böhmen), + 5.1.1858 in Mailand. Feldmarschall.","Auf dem Sockel:
""FELDMARSCHALL / GRAF RADETZKY / GEBOREN / 2. NOVEMBER 1766 / GESTORBEN / 5. JANUAR 1858""
""IN DEINEM LAGER IST OESTERREICH""","Denkmal für Feldmarschall Johann Joseph Wenzel Graf Radetzky von Radetz: über monumentalem abgetreppten Sockel mit zwei Reliefs (Radetzky im Kriegsrat mit mehreren namentlich genannten Generälen / Radetzky wird nach Verkündigung des Waffenstillstandes umjubelt), Inschriftentafeln und Doppeladler das Reiterstandbild des Feldmarschalls. Das Denkmals wird von zwei Brunnen flankiert.","Marmor, Bronze",1886-92 / Enthüllung: 24.4.1892,10 Späthistorismus/Jugendstil/Neoklassizismus,George NIEMANN; Kaspar von ZUMBUSCH,Das Denkmal stand ursprünglich Am Hof und wurde erst 1912 am heutigen Standort aufgestellt.,"Kapner, S. 382
Dehio, S. 929",
KUNSTWERKOGD.3619256,3619256,POINT (16.382751637086372 48.21018094900154),47966,1010,Wien,Stubenring 1,"Vor dem Ministerium, links und rechts des Radetzkydenkmals.",Brunnen,Ministerienbrunnen,,,,"Links und rechts des Radetzkydenkmals zwei gleich gestaltete Brunnen: über Stufenbasis ein rundes Brunnenbecken, darin Vierkantsockel mit Wasserspeienden Löwenköpfen, darüber eine hohe korinthische Säule mit Doppeladler als Bekrönung.
Entwurf von Ludwig Baumann (?)","Stein, Bronze",1909-13,10 Späthistorismus/Jugendstil/Neoklassizismus,Ludwig BAUMANN,Im Zuge der Errichtung des Kriegsministeriums und der damit verbundenen Versetzung des Radetzkydenkmals vom Am Hof an diesen Standort im Jahr 1912 entstanden.,"Kapner, S. 467
Dehio, S. 929",
KUNSTWERKOGD.3619257,3619257,POINT (16.366023437519754 48.20383730064076),47967,1010,Wien,Burggarten,Im südöstlichen Bereich,Denkmäler,Kaiser Franz Joseph I. - Denkmal,,"* 18.8.1830 in Wien, + 21.11.1916 in Wien.","Vorne auf dem Sockel: 
""FRANZ JOSEPH I.""
Seitlich auf dem Sockel:
""J. TUCH (NACH J. BENK)""",Über Vierkantsockel mit Inschrift das Bronzestandbild Kaiser Franz Josephs I. in Uniform mit Befehlshaberstab.,"Stein, Bronze",1904,10 Späthistorismus/Jugendstil/Neoklassizismus,Johannes BENK; Josef TUCH,"Die Originalsteinstatue stammt von Johannes Benk, 1904, und entstand für das heutige Kommandogebäude General Körner. Zeitgenössische Nachbildung von Josef Tuch für den Stadtpark in Wiener Neustadt, am 18.8.1957 im Wiener Burggarten aufgestellt.","Kapner, S. 350
Dehio, S.  938
Berger, 2004, S. 80",
KUNSTWERKOGD.3619258,3619258,POINT (16.36614425970053 48.2033966010299),47968,1010,Wien,Goethegasse / Ecke Opernring,,Denkmäler,Johann Wolfgang von Goethe - Denkmal,Goethe - Denkmal,"*28.8.1749 in Frankfurt am Main, + 22.3.1832 in Weimar. Dichter.","Vorne auf dem Sockel: 
""GOETHE""
Auf der Seite: 
""E. Hellmer fecit.""
""K.K. KUNST ERZGIESSEREI / WIEN 1900""
Auf der Rückseite:
""ERRICHTET VOM / WIENER GOETHE VEREIN / IM JAHRE MDCCCC""","Über dreistufigem Postament und raumgreifendem, nach außen gewölbten Sockel mit Inschriften die monumentale Bronzefigur des Dichters Johann Wolfgang von Goethe, in einem Prunksessel sitzend;","Stein, Bronze",1900,10 Späthistorismus/Jugendstil/Neoklassizismus,Edmund HELLMER,,"Kapner, S. 353
Dehio, S.  922",
KUNSTWERKOGD.3619259,3619259,POINT (16.365511255904416 48.20216469222772),47969,1010,Wien,Schillerplatz,Im Zentrum,Denkmäler,Friedrich Schiller - Denkmal,,"*  10.11.1759 in Marbach, + 9.5.1805 in Weimar. Dichter der deutschen Klassik.","Auf dem Sockel:
""SCHILLER""
""Johannes Schilling in Dresden erfunden und modellirt""
""Bronzeguss von Rohlich & Pönninger kk Kunst - Erzgiesserei""
""ERRICHTET / 1876""","Monumentales Bronzestandbild Friedrich Schillers: über großem Podest und Stufensockel ein vierseitiger, Pilastergerahmter Kolossalpfeiler; an den Ecken vorgeschobene Podeste mit monumentalen Sitzfiguren (Lebensalter); an den Seitenflächen des Pfeilers allegorische Figuren (Pegasus, Athene, Pelikan, Medusa), darunter Medaillons; als Bekrönung das Standbild des Dichters mit Stift und Schriftrolle.","Granit, Bronze",1875-1876 / Enthüllung: 10.11.1876,09 Strenger Historismus,Johannes SCHILLING,"Laut Kapner war das Motiv der Errichtung - vor allem für Anastasius Grün und Ludwig August Frankl, die an der Spitze des Komitees standen - der Ausdruck geistiger Verbundenheit mit Deutschland nach dem Ausscheiden Österreichs aus dem Deutschen Bund 1866.","Kapner, S. 391
Dehio, S. 942",
KUNSTWERKOGD.3619260,3619260,POINT (16.364838552974867 48.20205694341282),47970,1010,Wien,Schillerplatz,"Im Park rechts, auf Seite der Akademie",Denkmäler,Anastasius Grün - Denkmal,,"* 11.4.1806 in Ljubljana, + 12.9.1876 in Graz. Wirklicher Name Anton Alexander Graf Auerspereg. Dichter, Vorkämpfer des Liberalismus.","Auf dem Schaft:
""ANASTASIUS / GRÜN.""
Auf dem Sockel: 
""Von seinen Verehreren. / 1891""
""K. Schwerzek.""","Über Stufenpostament hohe Stele mit der Büste des Dichters Anastasius Grün; auf dem Sockel ein Fackeltragender Genius und zerbrochene antike Säulenteile, auf der Stele die Rosenbekränzte Inschrift, darunter ein Apollo-Relief. 

Pendent im Parl: Nikolaus Lenau - Denkmal.","Stein, Metall",1891 / Enthüllung: 25.6.1891,10 Späthistorismus/Jugendstil/Neoklassizismus,Karl SCHWERZEK,,"Kapner, S. 354
Dehio, S.  943
Berger, 2004, S. 89",
KUNSTWERKOGD.3619261,3619261,POINT (16.365995354727687 48.201813831536995),47971,1010,Wien,Schillerplatz,"Links im Park, auf Seite der Akademie",Denkmäler,Nikolaus Lenau - Denkmal,,"* 13.8.1802 in Csatad im Banat, + 22.8.1850 in Wien. Wirklicher Name Nikolaus Niembsch Edler von Strehlenau. Dichter, Lyriker.","Auf dem Schaft: 
""LENAU.""
Auf dem Sockel: 
""Von seinen Verehrern. / 1891.""
""K. Schwerzek.""","Über Sufenpodest hohe Stele mit der Büste des Dichters Nikolaus Lenau; auf dem Sockel ein Putto mit Harfe und eine Sphinx, auf dem Schaft die Blumenbekränzte Inschrift, darunter ein Selene-Relief. 
Pendent im Parl: Anastasius Grün - Denkmal.","Stein, Metall",1891 / Enthüllung: 25.6.1891,10 Späthistorismus/Jugendstil/Neoklassizismus,Karl SCHWERZEK,Laut Kapner Errichtung auf Anregung L. A. Frankls.,"Kapner, S. 366
Dehio, S.  943
Berger, 2004, S. 89",
KUNSTWERKOGD.3619262,3619262,POINT (16.36856634783703 48.204214326872005),47972,1010,Wien,Albertinaplatz,Am Sporn der Augustinerbastei,Brunnen,Danubiusbrunnen,Albrechtsbrunnen,,"Auf dem Gesims:
""FRANZ JOSEPH I. / DER STADT WIEN 1869.""","Monumentale trapezförmige Brunnenanlage am Sporn der Augustinerbastei: dreiteiliger architektonischer Aufbau, in der Mitte Triumphbogenartiger Mittelteil mit Brunnen, seitlich je drei Nischen mit allegorischen Flussdarstellungen (als mädchenhafte Figuren); Gliederung durch hohe Sockelzone, Pilaster und kannelierte gekuppelte Säulen, Abschluss durch ein balustradengekröntes Traufgesims; in der Mitte über Stufen ein Dreipassförmig geschwungenes Brunnenbecken, darin die überlebensgroße, sitzend dargestellte Figurengruppe von Danubius und Vindobona mit Putto und Delphin, die von drei kauernden Flussgöttern getragen werden; flankierend, ebenso in Rundbogennischen, die Personifikationenen von Save und Theiß.",Carraramarmor,1864-69 / Enthüllung: 24.12.1869,09 Strenger Historismus,Moritz von LÖHR; Johann MEIXNER,"Entstand in Verbindung mit der nach Entwurf von Moritz von Löhr errichteten architektonischen Umbauung des Sporns der Augustinerbastei. Die Flanken der Brunnenanlage wurden nach den Bombenschäden von 1945 verkürzt - Veränderungen der Anlage, die Figuren wurden zum teil entfernt und ab 1985 rückgeführt.","Kapner, S. 454
Dehio, S.  918",
KUNSTWERKOGD.3619263,3619263,POINT (16.360589939252552 48.20726500336461),47973,1010,Wien,Volksgarten,Südlicher Abschluss des Parterres gegen die Ringstraße,Denkmäler,Grillparzer - Denkmal,,"* 15.1.1791 in Wien, + 21.1.1872 in Wien. Österreichischer Dichter.","Im Giebel: 
""GRILLPARZER""
Am Sockel: 
""C. KUNDMANN""
Unter den Medaillons:
""DIE AHNFRAU"", ""DER TRAUM EIN LEBEN"", ""KÖNIG OTTOKARS GLÜCK UND ENDE"", ""SAPPHO"", ""MEDEA"", ""DES MEERES UND DER LIEBE WELLEN""
Relief: ""WEYR""","Architektonisch und plastisch gegliedertes Grillparzer - Denkmal: in einer von korinthischen Säulen gerahmten Nische über einem hohen Vierkantsockel die Sitzfigur Franz Grillparzers, Abschluss nach oben durch einen mit Putti, Ornamenten und Masken verzierten Dreiecksgiebel; links und rechts des Mittelteils schließt eine konkav geschwungene Wand an, die über einem Sockel mit Sitzband sechs Reliefs mit Szenen aus Grillparzers Werkern aufweist; Abschluss der Wand mit reliefgeschmückten Pylonen (Symbole der Fama und Dichtkunst).",Marmor,1889 / Enthüllung: 23.5.1889,10 Späthistorismus/Jugendstil/Neoklassizismus,Karl (von) HASENAUER; Karl KUNDMANN; Rudolf WEYR,"Errichtet von Verehreren des Dichters, Komitee-Vorsitzender Fürst Schwarzenberg.","Kapner, S. 354
Dehio, S. 949 
Berger, 2004, S. 93",
KUNSTWERKOGD.3619264,3619264,POINT (16.36077859563447 48.20788549532207),47974,1010,Wien,Volksgarten,Zentral im Bereich des Parterres,Brunnen,Volksgartenbrunnen,,,,"Springbrunnen großem Vierpassbecken: über polygonalem Sockel mit bronzenem Ornament und Masken zwei verschieden große, reich verzierte Brunnenschalen, die untere von Delphinen getragen.","Stein, Bronze",1866,09 Strenger Historismus,Anton Dominik FERNKORN,,"Kapner, S. 473
Dehio, S. 949
Berger, S. 93",
KUNSTWERKOGD.3619265,3619265,POINT (16.361841277825093 48.20746258121464),47975,1010,Wien,Volksgarten,Im Mittelpunkt der halbkreisförmigen Erweiterung zum Heldenplatz - neben dem Volksgartenpavillon.,Brunnen,Triton- und Nymphe - Brunnen,,,,"Springbrunnen in einem runden Becken: über einem zugewachsenen Steinsockel die Bronzefiguren Triton und Nymphe, umgeben von einem Putto und einem Delphin.","Stein, Bronze",1880,09 Strenger Historismus,Viktor TILGNER,,"Kapner, S. 471
Dehio, S.  949",
KUNSTWERKOGD.3619266,3619266,POINT (16.361842241115898 48.20938713000186),47976,1010,Wien,Volksgarten,Nördlicher Abschluss des Gartens gegen die Löwelstraße,Denkmäler,Elisabeth - Denkmal,,,"Auf dem Sockel:
""ELISABETH / KAISERIN VON OESTERREICH""
Auf der Wand: ""1837"", ""1898""
""IHRER UNVERGESSLICHEN KAISERIN ELISABETH ERRICHTETEN DIESES DENKMAL IN UNWANDELBARER LIEBE UND TREUE OESTERREICHS VOELKER MCMVII""","Bemerkenswerte secessionistische, in die Gartenanlage einbezogene Denkmalanlage für Kaiserin Elisabeth: stufenförmige Anlage auf mehreren Ebenen: von der Wiese kommt man über mit Vasen gerahmte Stufen auf eine eingefriedete Terrasse mit Wasserbecken (zwei Schalen als Springbrunnen); gerahmt wird die Terrasse von Wänden mit Sitzbänken, Wandbrunnen, plastischem Dekor, Reliefs sowie ionisierenden, kannelierten, vasentragenden Säulen; stirnseitig wird die Terrasse durch ein lisenengegliedertes Halbrund mit Inschrift abgeschlossen, im Zentrum davon über Stufen ein Vierkantsokel mit der Sitzfigur der Kaiserin; seitlich liegende Hunde.",Stein,1907 / Enthüllung: 4.6.1907,10 Späthistorismus/Jugendstil/Neoklassizismus,Hans BITTERLICH; Friedrich OHMANN,Von einem Komitee unter Hofjuwelier Mayer errichtet.,"Kapner, S. 347
Dehio, S.  949
Berger, 2004, S. 93",
KUNSTWERKOGD.3619267,3619267,POINT (16.35941973468312 48.20794873114704),47977,1010,Wien,"Dr. Karl Renner - Ring 3, Parlament",Vor dem Haupteingang des Parlaments,Brunnen,Pallas Athene - Brunnen,,,"Auf den Figuren:
""H. HAERDTL 1920"", ""J. TAUTENHAYN"", ""C. KUNDMANN 1902""","Monumentale strenghistoristische Brunnenanlage mit der auf einem Säulenstumpf stehenden zentralen Figur der Pallas Athene, eine Nike-Statue in der rechten Hand haltend; zu ihren Füßen seitlich sitzend die Allegorien von Exekutive und Legislative; etwas unterhalb auf einem geschwungenem Postament die vier Hauptflüsse Donau, Inn, Moldau und Elbe; die unterste Ebene der Brunnenanlage bildet das große, geschwungene Brunnenbecken mit zwei Muscheltragenden Tritonen.","Stein, Metall",1902,10 Späthistorismus/Jugendstil/Neoklassizismus,H. HAERDTL; Karl KUNDMANN; Josef TAUTENHAYN,,"Kapner, S. 455
Dehio, S.  543",
KUNSTWERKOGD.3619268,3619268,POINT (16.35985137082188 48.21032285259214),47978,1010,Wien,"Rathausplatz, Rathauspark",Mittelachse des Platzes - 1. Statue links vom Burgtheater aus gesehen,Denkmäler,Herzog Heinrich Jasomirgott - Denkmal,,"* 2.4.1114, + 13.1.1177. Markgraf (1141 - 1156) bzw. Herzog (1156 - 1177) von Österreich aus dem Geschlecht der Babenberger, Herzog von Bayern (1142 - 1156).","Vorne auf dem Sockel: ""HERZOG / HEINRICH JASOMIRGOTT""","Über einem hohen, profilierten Postament mit Inschrift und abschließendem Palmettenfries die porträthafte Darstellung Herzog Heinrich Jasomirgotts mit Kirchenstiftungsplan in der Hand.",Stein,"1867 / Enthüllung: 19.11.1867  (1867 Elisabethbrücke, 1902 Rathauspark)",09 Strenger Historismus,Franz MELNITZKY,"Ein von insgesamt acht ganzfigurigen Steindenkmälern, ursprünglich auf Elisabethbrücke, 1897 nach Abtragung der Brücke provisorisch in der Stadtbahnstation Karlsplatz aufgestellt, im Jahr 1902 in den Rathauspark entlang der Mittelachse versetzt.","Kapner, S. 360
Dehio, S.  941
Berger, S. 87",
KUNSTWERKOGD.3619269,3619269,POINT (16.359649558327497 48.210349873701595),47979,1010,Wien,"Rathausplatz, Rathauspark",Mittelachse des Platzes - 2. Statue links vom Burgtheater aus gesehen,Denkmäler,Rudolf der Stifter - Denkmal,,"* 1.11.1339 in Wien, + 27.7.1365 in Mailand. Herzog Rudolf der IV., der Stifter. Begründer der Universität Wien.","Vorne auf dem Sockel: ""HERZOG / RUDOLF DER STIFTER""
Seitlich auf dem Sockel der Standfigur: ""JOSEF GASSER / ... FEC. 1866""","Über einem hohen, profilierten Postament mit Inschrift und abschließendem Palmettenfries die porträthafte Darstellung Herzog Rudolf des Stifters mit Krone, Urkunde und Schwert.",Stein,"1866 / Enthüllung: 19.11.1867 (1867 Elisabethbrücke, 1902 Rathauspark)",09 Strenger Historismus,Josef GASSER,"Ein von insgesamt acht ganzfigurigen Steindenkmälern, ursprünglich auf Elisabethbrücke, 1897 nach Abtragung der Brücke provisorisch in der Stadtbahnstation Karlsplatz aufgestellt, im Jahr 1902 in den Rathauspark entlang der Mittelachse versetzt.","Kapner, S. 387
Dehio, S.  941
Berger, S. 87",
KUNSTWERKOGD.3619270,3619270,POINT (16.359434294696754 48.21038589040039),47980,1010,Wien,"Rathausplatz, Rathauspark",Mittelachse des Platzes - 3. Statue links vom Burgtheater aus gesehen,Denkmäler,Starhemberg - Denkmal,,"* 1638 in Graz, + 1701 in Wesendorf. Feldmarschall.","Vorne auf dem Sockel: ""RÜDIGER / GRAF STARHEMBERG""
Seitlich auf dem Sockel der Standfigur: ""JOH. FESSLER FECIT / 1867""","Über einem hohen, profilierten Postament mit Inschrift und abschließendem Palmettenfries die porträthafte Darstellung Graf Rüdiger von Starhembergs auf einen Pfeiler gestützt.",Stein,"1867 / Enthüllung: 19.11.1867 (1867 Elisabethbrücke, 1902 Rathauspark)",09 Strenger Historismus,Johann FESSLER,"Ein von insgesamt acht ganzfigurigen Steindenkmälern, ursprünglich auf Elisabethbrücke, 1897 nach Abtragung der Brücke provisorisch in der Stadtbahnstation Karlsplatz aufgestellt, im Jahr 1902 in den Rathauspark entlang der Mittelachse versetzt.","Kapner, S. 396
Dehio, S.  941
Berger, S. 87",
KUNSTWERKOGD.3619271,3619271,POINT (16.35916522683271 48.21045789035377),47981,1010,Wien,"Rathausplatz, Rathauspark",Mittelachse des Platzes - 4. Statue links vom Burgtheater aus gesehen,Denkmäler,Fischer von Erlach - Denkmal,,"* 20.7.1656 in St. Martin bei Graz, + 5.4.1723 in Wien. Barockbaumeister.","Vorne auf dem Sockel: ""JOHANN BERNHARD / FISCHER V. ERLACH""
Seitlich auf dem Sockel der Standfigur: ""JOS. CESAR ... ""","Über einem hohen, profilierten Postament mit Inschrift und abschließendem Palmettenfries die porträthafte Darstellung Johann Bernhard Fischer von Erlachs mit einem Plan in der Hand.",Stein,"1867 / Enthüllung: 19.11.1867 (1867 Elisabethbrücke, 1902 Rathauspark)",09 Strenger Historismus,Josef CESAR,"Ein von insgesamt acht ganzfigurigen Steindenkmälern, ursprünglich auf Elisabethbrücke, 1897 nach Abtragung der Brücke provisorisch in der Stadtbahnstation Karlsplatz aufgestellt, im Jahr 1902 in den Rathauspark entlang der Mittelachse versetzt.","Kapner, S. 349
Dehio, S.  941
Berger, S. 87",
